Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,League,Home_Form_Points,Home_Form_GoalsFor,Home_Form_GoalsAgainst,Away_Form_Points,Away_Form_GoalsFor,Away_Form_GoalsAgainst,Home_Elo,Away_Elo,H2H_HomeWinRate,H2H_Meetings
2020-09-29,Getafe,Betis,3,0,H,LaLiga_2020-21,La Liga,2.0,0.5,0.0,2.0,1.6666666666666667,1.0,1509.6117936461285,1506.3531294580505,0.5,0
2020-09-29,Sociedad,Valencia,0,1,A,LaLiga_2020-21,La Liga,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1512.729134371202,1496.8110155035588,0.5,0
2020-09-30,Villarreal,Alaves,3,1,H,LaLiga_2020-21,La Liga,1.3333333333333333,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1497.0816560205087,1478.4513167704513,0.5,0
2020-09-30,Real Madrid,Valladolid,1,0,H,LaLiga_2020-21,La Liga,2.0,1.5,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1516.113876394511,1488.1377337551996,0.5,0
2020-09-30,Huesca,Ath Madrid,0,0,D,LaLiga_2020-21,La Liga,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,6.0,1.0,1492.6635146149376,1507.5707044667167,0.5,0
2020-09-30,Udinese,Spezia,0,2,A,SerieA_2020-21,Serie A,0.0,0.0,1.0,0.0,1.0,4.0,1492.7268326184142,1487.1245682493686,0.5,0
2020-09-30,Benevento,Inter,2,5,A,SerieA_2020-21,Serie A,3.0,3.0,2.0,3.0,4.0,3.0,1512.609276893552,1507.390723106448,0.5,0
2020-09-30,Lazio,Atalanta,1,4,A,SerieA_2020-21,Serie A,3.0,2.0,0.0,3.0,4.0,2.0,1512.8754317506314,1512.609276893552,0.5,0
2020-09-30,Eibar,Elche,0,1,A,LaLiga_2020-21,La Liga,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.0,3.0,1477.2731673815858,1487.1967338742243,0.5,0
2020-10-01,Ath Bilbao,Cadiz,0,1,A,LaLiga_2020-21,La Liga,1.5,1.0,1.5,1.0,1.0,1.6666666666666667,1505.5281326144718,1487.5962965135375,0.5,0
2020-10-01,Sevilla,Levante,1,0,H,LaLiga_2020-21,La Liga,3.0,3.0,1.0,1.5,2.5,2.5,1512.8121293845325,1505.9296170700673,0.5,0
2020-10-01,Celta,Barcelona,0,3,A,LaLiga_2020-21,La Liga,1.6666666666666667,1.0,0.6666666666666666,3.0,4.0,0.0,1512.387736126304,1507.315743987376,0.5,0
2020-10-02,Paris SG,Angers,6,1,H,Ligue1_2020-21,Ligue 1,1.8,1.2,0.4,1.8,1.2,1.6,1513.0897371123272,1506.5965456564254,0.5,0
2020-10-02,Fiorentina,Sampdoria,1,2,A,SerieA_2020-21,Serie A,1.5,2.0,2.0,0.0,1.0,3.0,1499.8079768974944,1480.1920231025056,0.5,0
2020-10-02,Union Berlin,Mainz,4,0,H,Bundesliga_2020-21,Bundesliga,0.5,1.0,2.0,0.0,1.0,3.5,1490.1479205774972,1479.8520794225028,0.5,0
2020-10-03,Werder Bremen,Bielefeld,1,0,H,Bundesliga_2020-21,Bundesliga,1.5,2.0,2.5,2.0,1.0,0.5,1500.1479205774972,1509.59157410193,0.5,0
2020-10-03,Ath Madrid,Villarreal,0,0,D,LaLiga_2020-21,La Liga,2.0,3.0,0.5,1.75,1.5,1.75,1509.972049061024,1503.7939827966957,0.5,0
2020-10-03,Sociedad,Getafe,3,0,H,LaLiga_2020-21,La Liga,1.25,1.0,0.5,2.3333333333333335,1.3333333333333333,0.0,1499.5112650827102,1516.724290885652,0.5,0
2020-10-03,Valencia,Betis,0,2,A,LaLiga_2020-21,La Liga,1.75,1.75,1.25,1.5,1.25,1.5,1510.0288847920506,1499.240632218527,0.5,0
2020-10-03,Sassuolo,Crotone,4,1,H,SerieA_2020-21,Serie A,2.0,2.5,1.0,0.0,0.5,3.0,1510.0741317545737,1480.3861334587102,0.5,0
2020-10-03,Udinese,Roma,0,1,A,SerieA_2020-21,Serie A,0.0,0.0,1.5,1.0,1.0,1.0,1479.7776208646521,1500.1170439834336,0.5,0
2020-10-03,Chelsea,Crystal Palace,4,0,H,PL_2020-21,Premier League,1.3333333333333333,2.0,2.0,2.0,1.6666666666666667,1.0,1502.1369809901953,1506.9941587765602,0.5,0
2020-10-03,RB Leipzig,Schalke 04,4,0,H,Bundesliga_2020-21,Bundesliga,2.0,2.0,1.0,0.0,0.5,5.5,1509.8829560165664,1479.8520794225028,0.5,0
2020-10-03,Stuttgart,Leverkusen,1,1,D,Bundesliga_2020-21,Bundesliga,1.5,3.0,2.0,1.0,0.5,0.5,1500.1479205774972,1500.1170439834336,0.5,0
2020-10-03,FC Koln,M'gladbach,1,3,A,Bundesliga_2020-21,Bundesliga,0.0,1.0,2.0,0.5,0.5,2.0,1480.40842589807,1489.8520794225028,0.5,0
2020-10-03,Ein Frankfurt,Hoffenheim,2,1,H,Bundesliga_2020-21,Bundesliga,2.0,2.0,1.0,3.0,3.5,1.5,1510.40842589807,1519.8520794225028,0.5,0
2020-10-03,Lens,St Etienne,2,0,H,Ligue1_2020-21,Ligue 1,2.0,1.6,1.2,2.0,1.6,1.0,1522.0393268248595,1516.3402713387136,0.5,0
2020-10-03,Valladolid,Eibar,1,2,A,LaLiga_2020-21,La Liga,0.5,0.5,1.25,0.25,0.5,1.25,1481.6631658335357,1464.7371271889513,0.5,0
2020-10-03,Elche,Huesca,0,0,D,LaLiga_2020-21,La Liga,1.5,0.5,1.5,0.75,0.5,1.0,1499.7327740668588,1490.2621700206303,0.5,0
2020-10-03,Everton,Brighton,4,2,H,PL_2020-21,Premier League,3.0,2.6666666666666665,1.0,1.0,2.0,2.0,1532.1496548084317,1487.5146982442432,0.5,0
2020-10-03,Leeds,Man City,1,1,D,PL_2020-21,Premier League,2.0,2.6666666666666665,2.3333333333333335,1.5,2.5,3.0,1512.1280246543452,1500.5099302074054,0.5,0
2020-10-03,Newcastle,Burnley,3,1,H,PL_2020-21,Premier League,1.3333333333333333,1.0,1.3333333333333333,0.0,1.0,2.5,1502.1586620071387,1479.9874501003912,0.5,0
2020-10-03,Dortmund,Freiburg,4,0,H,Bundesliga_2020-21,Bundesliga,1.5,1.5,1.0,2.0,2.0,1.5,1500.1479205774972,1509.59157410193,0.5,0
2020-10-03,Nice,Nantes,2,1,H,Ligue1_2020-21,Ligue 1,1.4,1.0,1.4,1.0,1.0,1.4,1501.1228171826588,1494.0539125555017,0.5,0
2020-10-04,Milan,Spezia,3,0,H,SerieA_2020-21,Serie A,3.0,2.0,0.0,1.5,1.5,2.0,1519.6138665412898,1500.0737800031307,0.5,0
2020-10-04,Benevento,Bologna,1,0,H,SerieA_2020-21,Serie A,1.5,2.5,3.5,1.5,2.0,1.5,1499.6701519020432,1499.8520794225028,0.5,0
2020-10-04,Leicester,West Ham,0,3,A,PL_2020-21,Premier League,3.0,4.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1532.2913697886522,1488.3741338613438,0.5,0
2020-10-04,Rennes,Reims,2,2,D,Ligue1_2020-21,Ligue 1,2.6,2.4,1.0,0.2,0.6,1.6,1542.3114320282216,1463.343328843217,0.5,0
2020-10-04,Atalanta,Cagliari,5,2,H,SerieA_2020-21,Serie A,3.0,4.0,1.5,0.5,0.5,1.5,1525.4176347810815,1489.9258682454263,0.5,0
2020-10-04,Levante,Real Madrid,0,2,A,LaLiga_2020-21,La Liga,1.0,1.6666666666666667,2.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1498.9124356207303,1522.588444316175,0.5,0
2020-10-04,Barcelona,Sevilla,1,1,D,LaLiga_2020-21,La Liga,3.0,3.5,0.0,3.0,2.0,0.5,1520.251014521071,1519.8293108338694,0.5,0
2020-10-04,Parma,Verona,1,0,H,SerieA_2020-21,Serie A,0.0,0.5,3.0,2.0,0.5,0.0,1480.1479205774972,1504.4718673855282,0.5,0
2020-10-04,Lazio,Inter,1,1,D,SerieA_2020-21,Serie A,1.5,1.5,2.0,3.0,4.5,2.5,1500.067073863102,1520.3298480979568,0.5,0
2020-10-04,Lyon,Marseille,1,1,D,Ligue1_2020-21,Ligue 1,1.2,1.2,0.8,1.6,1.2,1.2,1501.4123638618926,1505.5784872116092,0.5,0
2020-10-04,Southampton,West Brom,2,0,H,PL_2020-21,Premier League,1.0,1.0,2.0,0.3333333333333333,1.6666666666666667,3.6666666666666665,1493.0018478080137,1478.37926174481,0.5,0
2020-10-04,Wolfsburg,Augsburg,0,0,D,Bundesliga_2020-21,Bundesliga,1.0,0.5,0.5,3.0,2.5,0.5,1500.40842589807,1519.8520794225028,0.5,0
2020-10-04,Cadiz,Granada,1,1,D,LaLiga_2020-21,La Liga,1.5,1.0,1.25,2.0,1.6666666666666667,2.3333333333333335,1500.8660264229811,1506.305207045563,0.5,0
2020-10-04,Wolves,Fulham,1,0,H,PL_2020-21,Premier League,1.0,1.0,2.3333333333333335,0.0,1.0,3.3333333333333335,1491.9541109613142,1468.069340488421,0.5,0
2020-10-04,Bayern Munich,Hertha,4,3,H,Bundesliga_2020-21,Bundesliga,1.5,4.5,2.0,1.5,2.5,2.0,1500.1479205774972,1499.59157410193,0.5,0
2020-10-04,Montpellier,Nimes,0,1,A,Ligue1_2020-21,Ligue 1,2.0,2.4,1.4,1.0,1.6,1.4,1516.680311766536,1488.5415835762635,0.5,0
2020-10-04,Osasuna,Celta,2,0,H,LaLiga_2020-21,La Liga,1.0,1.0,1.3333333333333333,1.25,0.75,1.25,1492.1313610010732,1499.4524655926089,0.5,0
2020-10-04,Brest,Monaco,1,0,H,Ligue1_2020-21,Ligue 1,1.2,1.8,2.4,2.0,1.8,1.4,1492.8218458071128,1516.6535969953159,0.5,0
2020-10-04,Aston Villa,Liverpool,7,2,H,PL_2020-21,Premier League,3.0,2.0,0.0,3.0,3.0,1.3333333333333333,1518.941361603174,1527.325095257856,0.5,0
2020-10-04,Bordeaux,Dijon,3,0,H,Ligue1_2020-21,Ligue 1,1.2,0.6,0.4,0.2,0.6,2.0,1497.5996491234941,1459.2086738077287,0.5,0
2020-10-04,Man United,Tottenham,1,6,A,PL_2020-21,Premier League,1.5,2.0,2.5,1.3333333333333333,2.0,1.3333333333333333,1500.5401881747073,1497.325095257856,0.5,0
2020-10-04,Arsenal,Sheffield United,2,1,H,PL_2020-21,Premier League,2.0,2.0,1.3333333333333333,0.0,0.0,1.3333333333333333,1512.1586620071387,1468.0599732580022,0.5,0
2020-10-04,Strasbourg,Lille,0,3,A,Ligue1_2020-21,Ligue 1,0.6,0.8,2.0,2.2,1.2,0.4,1474.47664879392,1526.1288006601515,0.5,0
2020-10-04,Metz,Lorient,3,1,H,Ligue1_2020-21,Ligue 1,0.8,0.6,1.0,0.8,1.6,2.0,1484.310582398534,1477.6900844555169,0.5,0
2020-10-04,Alaves,Ath Bilbao,1,0,H,LaLiga_2020-21,La Liga,0.25,0.5,1.5,1.0,0.6666666666666666,1.3333333333333333,1471.7389899942643,1492.2584027050282,0.5,0
2020-10-16,Dijon,Rennes,1,1,D,Ligue1_2020-21,Ligue 1,0.2,0.6,2.4,2.6,2.6,1.2,1452.9937902052532,1537.5722486546583,0.5,0
2020-10-16,Nimes,Paris SG,0,4,A,Ligue1_2020-21,Ligue 1,1.0,1.0,1.4,2.4,2.4,0.4,1502.071112956017,1520.117130544349,0.5,0
2020-10-17,Mainz,Leverkusen,0,1,A,Bundesliga_2020-21,Bundesliga,0.0,0.6666666666666666,3.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,1472.9241361704094,1502.9191629201391,0.5,0
2020-10-17,Man City,Arsenal,1,0,H,PL_2020-21,Premier League,1.3333333333333333,2.0,2.3333333333333335,2.25,2.0,1.25,1503.6164123598555,1518.2336834306955,0.5,0
2020-10-17,Inter,Milan,1,2,A,SerieA_2020-21,Serie A,2.3333333333333335,3.3333333333333335,2.0,3.0,2.3333333333333335,0.0,1522.585407260261,1526.3028590698784,0.5,0
2020-10-17,Granada,Sevilla,1,0,H,LaLiga_2020-21,La Liga,1.75,1.5,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,1508.9616163502074,1522.64179215819,0.5,0
2020-10-17,Chelsea,Southampton,3,3,D,PL_2020-21,Premier League,1.75,2.5,1.5,1.5,1.25,1.5,1509.465009300406,1499.8174458543758,0.5,0
2020-10-17,Real Madrid,Cadiz,0,1,A,LaLiga_2020-21,La Liga,2.5,1.5,0.5,1.4,1.0,1.2,1534.750556679306,1498.2096171183368,0.5,0
2020-10-17,Getafe,Barcelona,1,0,H,LaLiga_2020-21,La Liga,1.75,1.0,0.75,2.3333333333333335,2.6666666666666665,0.3333333333333333,1509.0629963182225,1517.4385331967505,0.5,0
2020-10-17,Augsburg,RB Leipzig,0,2,A,Bundesliga_2020-21,Bundesliga,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.3333333333333335,2.6666666666666665,0.6666666666666666,1522.1300033898037,1516.3058426119412,0.5,0
2020-10-17,Celta,Ath Madrid,0,2,A,LaLiga_2020-21,La Liga,1.0,0.6,1.4,1.6666666666666667,2.0,0.3333333333333333,1492.058458960479,1507.0077132894342,0.5,0
2020-10-17,Everton,Liverpool,2,2,D,PL_2020-21,Premier League,3.0,3.0,1.25,2.25,2.75,2.75,1538.2116269560695,1519.9025581354424,0.5,0
2020-10-17,Hertha,Stuttgart,0,2,A,Bundesliga_2020-21,Bundesliga,1.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.6666666666666667,1492.4076238274447,1497.3458016407917,0.5,0
2020-10-17,Freiburg,Werder Bremen,1,1,D,Bundesliga_2020-21,Bundesliga,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,1502.140534382544,1507.598960296883,0.5,0
2020-10-17,Marseille,Bordeaux,3,1,H,Ligue1_2020-21,Ligue 1,1.2,0.8,1.0,1.6,1.2,0.4,1508.2689191681739,1503.8145327259697,0.5,0
2020-10-17,M'gladbach,Wolfsburg,1,1,D,Bundesliga_2020-21,Bundesliga,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1502.401039703117,1498.130501930769,0.5,0
2020-10-17,Sampdoria,Lazio,3,0,H,SerieA_2020-21,Serie A,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1493.5049746815962,1497.8115147007977,0.5,0
2020-10-17,Crotone,Juventus,1,1,D,SerieA_2020-21,Serie A,0.0,0.6666666666666666,3.3333333333333335,2.0,2.5,1.0,1473.9546377861848,1509.8829560165664,0.5,0
2020-10-17,Reims,Lorient,1,3,A,Ligue1_2020-21,Ligue 1,0.2,0.6,1.6,0.2,1.2,2.4,1468.0825122167803,1470.66603105398,0.5,0
2020-10-17,Napoli,Atalanta,4,1,H,SerieA_2020-21,Serie A,3.0,4.0,0.0,3.0,4.333333333333333,1.6666666666666667,1519.8520794225028,1531.704233782527,0.5,0
2020-10-17,Hoffenheim,Dortmund,0,1,A,Bundesliga_2020-21,Bundesliga,2.0,2.6666666666666665,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,1512.401039703117,1507.598960296883,0.5,0
2020-10-17,Bielefeld,Bayern Munich,1,4,A,Bundesliga_2020-21,Bundesliga,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,4.333333333333333,2.3333333333333335,1502.140534382544,1507.3318708519826,0.5,0
2020-10-17,Newcastle,Man United,1,4,A,PL_2020-21,Premier League,1.75,1.5,1.25,1.0,1.6666666666666667,3.6666666666666665,1508.7803966820873,1487.6538349766017,0.5,0
2020-10-18,Bologna,Sassuolo,3,4,A,SerieA_2020-21,Serie A,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,3.0,1.0,1492.6485533229456,1516.5056274270992,0.5,0
2020-10-18,Huesca,Valladolid,2,2,D,LaLiga_2020-21,La Liga,0.8,0.4,0.8,0.4,0.6,1.4,1493.312700493147,1468.419314530015,0.5,0
2020-10-18,Spezia,Fiorentina,2,2,D,SerieA_2020-21,Serie A,1.0,1.0,2.3333333333333335,1.0,1.6666666666666667,2.0,1493.384787474542,1486.4950253184038,0.5,0
2020-10-18,Nantes,Brest,3,1,H,Ligue1_2020-21,Ligue 1,0.8,1.2,1.8,1.8,2.0,1.6,1487.0416178082096,1500.6640069363473,0.5,0
2020-10-18,FC Koln,Ein Frankfurt,1,1,D,Bundesliga_2020-21,Bundesliga,0.0,1.0,2.3333333333333335,2.3333333333333335,2.0,1.0,1467.859465617456,1517.859465617456,0.5,0
2020-10-18,Angers,Metz,1,1,D,Ligue1_2020-21,Ligue 1,1.2,1.2,2.8,1.4,1.2,1.0,1499.5691522244035,1491.3346358000708,0.5,0
2020-10-18,Schalke 04,Union Berlin,1,1,D,Bundesliga_2020-21,Bundesliga,0.0,0.3333333333333333,5.0,1.3333333333333333,2.0,1.3333333333333333,1473.429192827128,1497.0758638295906,0.5,0
2020-10-18,Alaves,Elche,0,2,A,LaLiga_2020-21,La Liga,0.8,0.6,1.2,1.3333333333333333,0.3333333333333333,1.0,1479.4904428488148,1496.682243594342,0.5,0
2020-10-18,Roma,Benevento,5,2,H,SerieA_2020-21,Serie A,1.6666666666666667,1.0,0.6666666666666666,2.0,2.0,2.3333333333333335,1512.3705091473705,1506.8736780016004,0.5,0
2020-10-18,Strasbourg,Lyon,2,3,A,Ligue1_2020-21,Ligue 1,0.6,0.6,2.0,0.8,0.6,0.8,1463.0939991248179,1498.721931905328,0.5,0
2020-10-18,Betis,Sociedad,0,3,A,LaLiga_2020-21,La Liga,1.8,1.4,1.2,1.6,1.4,0.4,1512.3255185548517,1507.1725596501396,0.5,0
2020-10-18,Tottenham,West Ham,3,3,D,PL_2020-21,Premier League,1.75,3.0,1.25,1.5,2.0,1.0,1510.2114484559615,1502.2946934706474,0.5,0
2020-10-18,St Etienne,Nice,1,3,A,Ligue1_2020-21,Ligue 1,1.4,1.2,1.4,1.4,1.0,1.4,1509.2920264447446,1508.1351119299509,0.5,0
2020-10-18,Torino,Cagliari,2,3,A,SerieA_2020-21,Serie A,0.0,1.0,2.5,0.3333333333333333,1.0,2.6666666666666665,1480.1920231025056,1483.6392692439808,0.5,0
2020-10-18,Crystal Palace,Brighton,1,1,D,PL_2020-21,Premier League,1.5,1.25,1.75,0.75,2.0,2.5,1499.6661304663494,1481.4527260966054,0.5,0
2020-10-18,Eibar,Osasuna,0,0,D,LaLiga_2020-21,La Liga,0.8,0.8,1.2,1.5,1.25,1.0,1477.9809784924719,1499.5253676332031,0.5,0
2020-10-18,Udinese,Parma,3,2,H,SerieA_2020-21,Serie A,0.0,0.0,1.3333333333333333,1.0,0.6666666666666666,2.0,1467.5241557007153,1488.0035927249742,0.5,0
2020-10-18,Lille,Lens,4,0,H,Ligue1_2020-21,Ligue 1,2.6,1.6,0.2,2.6,1.8,0.8,1537.5114503292536,1529.0875717188285,0.5,0
2020-10-18,Ath Bilbao,Levante,2,0,H,LaLiga_2020-21,La Liga,0.75,0.5,1.25,0.75,1.25,2.0,1484.5069498504777,1486.7503232575991,0.5,0
2020-10-18,Monaco,Montpellier,1,1,D,Ligue1_2020-21,Ligue 1,1.8,1.4,1.2,2.0,2.2,1.2,1508.8114358660814,1503.1507823867826,0.5,0
2020-10-18,Sheffield United,Fulham,1,1,D,PL_2020-21,Premier League,0.0,0.25,1.5,0.0,0.75,2.75,1461.9849518344454,1461.4912242117573,0.5,0
2020-10-18,Villarreal,Valencia,2,1,H,LaLiga_2020-21,La Liga,1.6,1.2,1.4,1.4,1.4,1.4,1506.7583185682856,1496.943998455726,0.5,0
2020-10-18,Leicester,Aston Villa,0,1,A,PL_2020-21,Premier League,2.25,3.0,1.75,3.0,3.6666666666666665,0.6666666666666666,1518.3708101793486,1526.3638987255877,0.5,0
2020-10-19,West Brom,Burnley,0,0,D,PL_2020-21,Premier League,0.25,1.25,3.25,0.0,1.0,2.6666666666666665,1471.563663698448,1473.3657154254427,0.5,0
2020-10-19,Verona,Genoa,0,0,D,SerieA_2020-21,Serie A,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.5,2.0,3.5,1496.6161952380512,1500.1479205774972,0.5,0
2020-10-19,Leeds,Wolves,0,1,A,PL_2020-21,Premier League,1.75,2.25,2.0,1.5,1.0,1.75,1509.021542501895,1498.5322272379778,0.5,0
2020-10-23,Stuttgart,FC Koln,1,1,D,Bundesliga_2020-21,Bundesliga,1.75,2.25,1.25,0.25,1.0,2.0,1510.0156082740305,1466.4302032692883,0.5,0
2020-10-23,Elche,Valencia,2,1,H,LaLiga_2020-21,La Liga,1.75,0.75,0.75,0.8,0.8,1.4,1509.02152651114,1490.0034985507975,0.5,0
2020-10-23,Rennes,Angers,1,2,A,Ligue1_2020-21,Ligue 1,2.2,2.4,1.2,1.4,1.4,2.6,1538.015825029826,1496.5509233895427,0.5,0
2020-10-23,Aston Villa,Leeds,0,3,A,PL_2020-21,Premier League,3.0,3.0,0.5,1.4,1.8,1.8,1538.9518552753073,1495.9444435261128,0.5,0
2020-10-23,Sassuolo,Torino,3,3,D,SerieA_2020-21,Serie A,2.5,3.25,1.5,0.0,1.3333333333333333,2.6666666666666665,1528.6627713721386,1467.4824086011465,0.5,0
2020-10-24,Paris SG,Dijon,4,0,H,Ligue1_2020-21,Ligue 1,3.0,3.2,0.2,0.4,0.6,1.8,1532.4331592208575,1452.5502138300856,0.5,0
2020-10-24,Liverpool,Sheffield United,2,1,H,PL_2020-21,Premier League,2.0,2.6,2.6,0.2,0.4,1.4,1523.181981426454,1459.170561582534,0.5,0
2020-10-24,RB Leipzig,Hertha,2,1,H,Bundesliga_2020-21,Bundesliga,2.5,2.5,0.5,0.75,2.0,2.5,1529.2608844539197,1479.737817194206,0.5,0
2020-10-24,Barcelona,Real Madrid,1,3,A,LaLiga_2020-21,La Liga,1.75,2.0,0.5,2.0,1.2,0.6,1510.0162163221264,1521.011151348466,0.5,0
2020-10-24,Osasuna,Ath Bilbao,1,0,H,LaLiga_2020-21,La Liga,1.4,1.0,0.8,1.2,0.8,1.0,1501.7458866442278,1491.7652593751268,0.5,0
2020-10-24,Mainz,M'gladbach,2,3,A,Bundesliga_2020-21,Bundesliga,0.0,0.5,3.0,1.25,1.25,1.5,1460.9360627517658,1499.4868636551769,0.5,0
2020-10-24,Sevilla,Eibar,0,1,A,LaLiga_2020-21,La Liga,1.75,1.25,0.75,0.8,0.8,1.2,1515.076388218861,1475.7604594814472,0.5,0
2020-10-24,Ath Madrid,Betis,2,0,H,LaLiga_2020-21,La Liga,2.0,2.0,0.25,1.2,1.2,1.8,1519.4079169528295,1499.388118539854,0.5,0
2020-10-24,Lorient,Marseille,0,1,A,Ligue1_2020-21,Ligue 1,0.8,1.8,2.2,1.2,1.2,1.2,1483.3986648430134,1515.349901661349,0.5,0
2020-10-24,Fulham,Crystal Palace,1,2,A,PL_2020-21,Premier League,0.2,0.8,2.4,1.4,1.2,1.6,1464.3056144636687,1496.3891647190317,0.5,0
2020-10-24,West Ham,Man City,1,1,D,PL_2020-21,Premier League,1.4,2.2,1.4,1.75,1.75,1.75,1505.3046072684929,1511.207205993262,0.5,0
2020-10-24,Atalanta,Sampdoria,1,3,A,SerieA_2020-21,Serie A,2.25,3.5,2.25,1.5,1.75,1.75,1524.188262144976,1500.8182921070245,0.5,0
2020-10-24,Genoa,Inter,0,2,A,SerieA_2020-21,Serie A,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.75,2.75,2.0,1502.8552819451688,1509.8830004218482,0.5,0
2020-10-24,Lazio,Bologna,2,1,H,SerieA_2020-21,Serie A,1.0,1.0,2.0,0.75,1.75,2.0,1490.4981972753694,1480.4914093779062,0.5,0
2020-10-24,Dortmund,Schalke 04,3,0,H,Bundesliga_2020-21,Bundesliga,2.25,2.0,0.5,0.25,0.5,4.0,1520.527129837601,1471.2662755457438,0.5,0
2020-10-24,Bayern Munich,Ein Frankfurt,5,0,H,Bundesliga_2020-21,Bundesliga,2.25,4.25,2.0,2.0,1.75,1.0,1519.994909049355,1519.2887279656236,0.5,0
2020-10-24,Man United,Chelsea,0,0,D,PL_2020-21,Premier League,1.5,2.25,3.0,1.6,2.6,1.8,1501.0054373499343,1506.409860214093,0.5,0
2020-10-24,Union Berlin,Freiburg,1,1,D,Bundesliga_2020-21,Bundesliga,1.25,1.75,1.25,1.25,1.25,2.0,1499.2387811109747,1499.4846399217924,0.5,0
2020-10-25,Arsenal,Leicester,0,1,A,PL_2020-21,Premier League,1.8,1.6,1.2,1.8,2.4,1.6,1510.642889797289,1505.782853629629,0.5,0
2020-10-25,Sociedad,Huesca,4,1,H,LaLiga_2020-21,La Liga,2.0,1.8,0.2,0.8,0.6,1.0,1520.1099596651372,1489.8652112304583,0.5,0
2020-10-25,Valladolid,Alaves,0,2,A,LaLiga_2020-21,La Liga,0.4,0.8,1.6,0.8,0.6,1.4,1471.8668037927039,1467.1511599320168,0.5,0
2020-10-25,Cadiz,Villarreal,0,0,D,LaLiga_2020-21,La Liga,2.0,1.2,0.8,2.0,1.4,1.4,1511.949022449177,1513.698818473214,0.5,0
2020-10-25,Werder Bremen,Hoffenheim,1,1,D,Bundesliga_2020-21,Bundesliga,1.75,1.5,1.5,1.5,2.0,1.5,1510.2548547576346,1499.472870162399,0.5,0
2020-10-25,Getafe,Granada,0,1,A,LaLiga_2020-21,La Liga,2.0,1.0,0.6,2.0,1.4,1.6,1516.4853131928467,1516.5270202895363,0.5,0
2020-10-25,Wolves,Newcastle,1,1,D,PL_2020-21,Premier League,1.8,1.0,1.4,1.4,1.4,1.8,1511.6093262137601,1495.4287943087547,0.5,0
2020-10-25,Wolfsburg,Bielefeld,2,1,H,Bundesliga_2020-21,Bundesliga,1.0,0.5,0.5,1.0,0.75,1.5,1501.0446779787092,1489.4774961851715,0.5,0
2020-10-25,Fiorentina,Udinese,3,2,H,SerieA_2020-21,Serie A,1.0,1.75,2.0,0.75,0.75,1.5,1489.4780339695476,1475.274516164343,0.5,0
2020-10-25,Juventus,Verona,1,1,D,SerieA_2020-21,Serie A,1.6666666666666667,2.0,1.0,1.25,0.25,0.25,1511.7064625811124,1493.9088338703796,0.5,0
2020-10-25,Southampton,Everton,2,0,H,PL_2020-21,Premier League,1.4,1.6,1.8,2.6,2.8,1.4,1502.872594940689,1534.9322036650578,0.5,0
2020-10-25,Nice,Lille,1,1,D,Ligue1_2020-21,Ligue 1,1.4,1.2,1.6,2.6,2.2,0.2,1520.9670688515614,1544.4882685324326,0.5,0
2020-10-25,Cagliari,Crotone,4,2,H,SerieA_2020-21,Serie A,1.0,1.5,2.5,0.25,0.75,2.75,1496.34888374534,1472.1311312216387,0.5,0
2020-10-25,Parma,Spezia,2,2,D,SerieA_2020-21,Serie A,0.75,1.0,2.25,1.0,1.25,2.25,1480.2532322613465,1490.4017788233982,0.5,0
2020-10-25,Bordeaux,Nimes,2,0,H,Ligue1_2020-21,Ligue 1,1.0,1.0,1.0,1.0,0.8,1.8,1496.7335502327946,1489.7550842795085,0.5,0
2020-10-25,Lyon,Monaco,4,1,H,Ligue1_2020-21,Ligue 1,1.2,1.2,1.2,1.4,1.4,1.4,1510.553795450805,1505.8606897884727,0.5,0
2020-10-25,Metz,St Etienne,2,0,H,Ligue1_2020-21,Ligue 1,1.6,1.4,1.0,0.8,1.0,2.0,1494.3528646349316,1496.460069523134,0.5,0
2020-10-25,Montpellier,Reims,0,4,A,Ligue1_2020-21,Ligue 1,1.6,1.8,1.2,0.2,0.8,2.0,1506.1015284643913,1455.349878427747,0.5,0
