Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,League,Home_Form_Points,Home_Form_GoalsFor,Home_Form_GoalsAgainst,Away_Form_Points,Away_Form_GoalsFor,Away_Form_GoalsAgainst,Home_Elo,Away_Elo,H2H_HomeWinRate,H2H_Meetings
2021-05-11,Man United,Leicester,1,2,A,PL_2020-21,Premier League,2.6,2.2,0.8,1.4,2.0,1.8,1621.9702364641796,1546.9609591341639,0.0,1
2021-05-11,Southampton,Crystal Palace,3,1,H,PL_2020-21,Premier League,0.8,1.0,2.0,0.8,1.0,1.8,1440.3134870719375,1469.9577249256536,0.0,1
2021-05-11,Napoli,Udinese,5,1,H,SerieA_2020-21,Serie A,2.2,2.6,1.0,1.4,1.6,1.4,1596.7725834586233,1464.0664990627522,1.0,1
2021-05-11,Levante,Barcelona,3,3,D,LaLiga_2020-21,La Liga,0.2,0.6,2.2,2.0,2.2,1.4,1463.3390426526316,1619.4514032013349,0.0,1
2021-05-11,Elche,Alaves,0,2,A,LaLiga_2020-21,La Liga,0.8,0.4,1.2,1.6,1.2,1.4,1424.497308715202,1431.5991577489754,1.0,1
2021-05-11,Osasuna,Cadiz,3,2,H,LaLiga_2020-21,La Liga,1.4,1.6,1.4,1.6,0.8,1.0,1484.312372151431,1483.6978767558765,1.0,1
2021-05-12,Huesca,Ath Bilbao,1,0,H,LaLiga_2020-21,La Liga,0.6,0.4,1.4,1.8,1.4,1.0,1429.2031640812204,1510.2490620853566,0.0,1
2021-05-12,Inter,Roma,3,1,H,SerieA_2020-21,Serie A,2.2,2.0,0.6,0.8,1.8,1.8,1664.9571034063836,1523.4192357018137,0.0,1
2021-05-12,Chelsea,Arsenal,0,1,A,PL_2020-21,Premier League,2.6,1.8,0.4,2.0,1.8,0.6,1583.2553363819347,1516.0040060891654,0.0,1
2021-05-12,Torino,Milan,0,7,A,SerieA_2020-21,Serie A,1.6,1.2,1.0,1.8,1.6,1.2,1474.3364626082853,1586.4448688172029,0.0,1
2021-05-12,Sassuolo,Juventus,1,3,A,SerieA_2020-21,Serie A,2.6,1.8,0.8,1.4,1.2,1.4,1543.4545149190803,1583.1861958092052,0.0,1
2021-05-12,Ath Madrid,Sociedad,2,1,H,LaLiga_2020-21,La Liga,2.0,1.8,0.4,1.8,1.2,0.8,1618.983719295163,1529.8623875555334,1.0,1
2021-05-12,Schalke 04,Hertha,1,2,A,Bundesliga_2020-21,Bundesliga,0.6,0.8,2.2,1.4,1.4,0.8,1362.2044020021751,1455.391921445198,0.0,1
2021-05-12,Lazio,Parma,1,0,H,SerieA_2020-21,Serie A,1.8,2.8,2.6,0.0,1.8,3.4,1572.524710344665,1368.8223404380133,1.0,1
2021-05-12,Sampdoria,Spezia,2,2,D,SerieA_2020-21,Serie A,1.8,1.4,1.4,0.4,0.8,2.4,1488.114286511963,1440.432840974277,0.0,1
2021-05-12,Cagliari,Fiorentina,0,0,D,SerieA_2020-21,Serie A,2.6,2.4,1.4,1.6,1.8,1.6,1454.9210415590364,1468.3424651687542,0.0,1
2021-05-12,Atalanta,Benevento,2,0,H,SerieA_2020-21,Serie A,2.2,2.6,0.8,0.2,1.6,3.2,1615.9392880200485,1412.7242464555452,1.0,1
2021-05-12,Bologna,Genoa,0,2,A,SerieA_2020-21,Serie A,1.2,1.8,2.2,0.8,1.8,2.0,1471.7877282684487,1455.9830310470186,0.0,1
2021-05-12,Sevilla,Valencia,1,0,H,LaLiga_2020-21,La Liga,2.0,1.4,1.0,1.0,1.8,1.8,1602.1201516324988,1465.973575996582,1.0,1
2021-05-12,Celta,Getafe,1,0,H,LaLiga_2020-21,La Liga,2.0,1.8,1.0,0.8,0.8,1.4,1510.1482624642072,1430.7037179252923,0.0,1
2021-05-13,Aston Villa,Everton,0,0,D,PL_2020-21,Premier League,0.8,1.4,2.0,1.6,1.0,0.8,1489.0627976827623,1527.1126425859823,1.0,1
2021-05-13,Crotone,Verona,2,1,H,SerieA_2020-21,Serie A,0.6,1.0,2.6,0.4,0.8,1.6,1355.9050752737014,1457.8654821551825,0.0,1
2021-05-13,Granada,Real Madrid,1,4,A,LaLiga_2020-21,La Liga,1.2,1.6,1.4,1.8,1.4,0.4,1476.5838966561687,1619.008618503983,0.0,1
2021-05-13,Valladolid,Villarreal,0,2,A,LaLiga_2020-21,La Liga,0.8,1.0,1.6,1.2,2.0,1.8,1439.367987871945,1507.8844017508677,0.0,1
2021-05-13,Man United,Liverpool,2,4,A,PL_2020-21,Premier League,2.0,2.0,1.0,2.2,1.8,0.6,1607.3198813893162,1535.6584862651,0.0,1
2021-05-13,Eibar,Betis,1,1,D,LaLiga_2020-21,La Liga,1.2,1.0,2.0,1.4,1.0,0.8,1418.068276912098,1534.9456160436328,1.0,1
2021-05-14,Newcastle,Man City,3,4,A,PL_2020-21,Premier League,2.0,2.0,1.6,1.8,1.6,1.0,1468.7893814418724,1634.3906501949534,0.0,1
2021-05-15,Juventus,Inter,3,2,H,SerieA_2020-21,Serie A,2.0,1.8,1.4,2.6,2.4,0.6,1594.9036654192926,1668.943969623372,0.0,1
2021-05-15,Bielefeld,Hoffenheim,1,1,D,Bundesliga_2020-21,Bundesliga,1.6,0.4,1.0,1.8,1.6,1.0,1447.3477443756417,1485.3557975233668,0.0,1
2021-05-15,Roma,Lazio,2,0,H,SerieA_2020-21,Serie A,0.8,1.8,1.8,1.8,2.0,2.0,1519.4323694848254,1575.4900680770681,0.0,1
2021-05-15,Spezia,Torino,4,1,H,SerieA_2020-21,Serie A,0.6,1.0,2.0,1.0,0.6,2.2,1444.4446987509853,1464.6848295255772,0.0,1
2021-05-15,Genoa,Atalanta,3,4,A,SerieA_2020-21,Serie A,1.4,2.0,1.6,2.2,2.8,0.8,1469.1979735232505,1618.9117380334028,0.0,1
2021-05-15,Augsburg,Werder Bremen,2,0,H,Bundesliga_2020-21,Bundesliga,0.2,0.6,1.6,0.2,0.6,2.4,1429.6545346876846,1439.274512492072,0.0,1
2021-05-15,Southampton,Fulham,3,1,H,PL_2020-21,Premier League,0.8,1.0,1.8,0.2,0.4,1.8,1448.3157181450224,1414.776549089051,0.0,1
2021-05-15,Hertha,FC Koln,0,0,D,Bundesliga_2020-21,Bundesliga,1.8,1.6,0.8,1.2,1.6,2.6,1465.5879752724761,1439.6947575980528,0.0,1
2021-05-15,Brighton,West Ham,1,1,D,PL_2020-21,Premier League,1.0,0.6,0.6,1.2,1.4,1.6,1462.4387155844895,1537.0714433282562,0.0,1
2021-05-15,M'gladbach,Stuttgart,1,2,A,Bundesliga_2020-21,Bundesliga,1.4,2.6,2.2,0.6,1.2,2.2,1508.7747541206331,1489.2117166136075,0.0,1
2021-05-15,Burnley,Leeds,0,4,A,PL_2020-21,Premier League,1.2,1.8,1.4,1.6,1.2,1.0,1468.9569554066284,1507.4028807798538,0.0,1
2021-05-15,Freiburg,Bayern Munich,2,2,D,Bundesliga_2020-21,Bundesliga,1.4,1.8,1.2,2.0,2.6,1.0,1493.6096804858144,1633.7094697194175,0.0,1
2021-05-15,Schalke 04,Ein Frankfurt,4,3,H,Bundesliga_2020-21,Bundesliga,0.6,0.8,2.2,1.4,1.6,2.2,1352.008348174897,1572.7307307503415,0.0,1
2021-05-15,Leverkusen,Union Berlin,1,1,D,Bundesliga_2020-21,Bundesliga,1.6,1.2,0.6,1.4,1.2,1.6,1519.7390901672654,1516.1538734893734,0.0,1
2021-05-16,Valencia,Eibar,4,1,H,LaLiga_2020-21,La Liga,0.8,1.4,1.6,1.4,1.2,1.2,1461.8867183640593,1418.5536640492194,0.0,1
2021-05-16,Marseille,Angers,3,2,H,Ligue1_2020-21,Ligue 1,1.6,2.0,1.6,0.6,0.6,1.8,1522.6768209086072,1459.3493834824576,0.0,1
2021-05-16,Lorient,Metz,2,1,H,Ligue1_2020-21,Ligue 1,1.2,2.0,2.4,0.8,1.2,1.8,1461.5920703448035,1476.1157573403464,0.0,1
2021-05-16,Lille,St Etienne,0,0,D,Ligue1_2020-21,Ligue 1,2.6,2.2,0.6,1.8,2.0,1.4,1638.4607510757908,1490.3001428744983,0.0,1
2021-05-16,Nimes,Lyon,2,5,A,Ligue1_2020-21,Ligue 1,1.2,1.6,1.2,2.4,2.8,1.4,1444.2471949351545,1606.4915641838913,0.0,1
2021-05-16,Sociedad,Valladolid,4,1,H,LaLiga_2020-21,La Liga,1.8,1.2,0.8,0.6,0.8,1.8,1524.8250109956202,1428.464289625262,0.0,1
2021-05-16,Bordeaux,Lens,3,0,H,Ligue1_2020-21,Ligue 1,0.6,0.6,2.8,1.4,1.6,1.6,1432.1348628948317,1532.7161501611479,0.0,1
2021-05-16,Betis,Huesca,1,0,H,LaLiga_2020-21,La Liga,1.4,0.8,0.6,1.2,0.6,1.2,1534.4602289065115,1438.6581617384668,1.0,1
2021-05-16,Barcelona,Celta,1,2,A,LaLiga_2020-21,La Liga,1.6,1.8,1.6,2.4,2.0,1.0,1617.8502567435548,1515.3984528581257,1.0,1
2021-05-16,Alaves,Granada,4,2,H,LaLiga_2020-21,La Liga,1.6,1.4,1.4,0.6,1.0,2.0,1444.211032259969,1467.7989453461944,0.0,1
2021-05-16,Ath Bilbao,Real Madrid,0,1,A,LaLiga_2020-21,La Liga,1.6,1.4,1.2,2.2,2.2,0.6,1500.7940644281102,1627.7935698139572,0.0,1
2021-05-16,Getafe,Levante,2,1,H,LaLiga_2020-21,La Liga,0.6,0.8,1.6,0.4,1.0,1.8,1425.4535275313738,1464.9401891104117,0.0,1
2021-05-16,Fiorentina,Napoli,0,2,A,SerieA_2020-21,Serie A,1.8,1.6,1.0,2.6,3.4,1.0,1470.7840660132172,1600.9242191344301,0.0,1
2021-05-16,Dijon,Nantes,0,4,A,Ligue1_2020-21,Ligue 1,0.6,0.8,3.2,1.8,2.0,1.0,1355.6348206992734,1464.2751703135575,0.0,1
2021-05-16,Ath Madrid,Osasuna,2,1,H,LaLiga_2020-21,La Liga,2.0,1.2,0.6,1.4,1.8,1.8,1624.021095855076,1491.4947815616504,1.0,1
2021-05-16,Nice,Strasbourg,0,2,A,Ligue1_2020-21,Ligue 1,1.4,1.2,1.4,0.4,1.2,2.2,1493.0501647637582,1452.8569549861677,1.0,1
2021-05-16,Parma,Sassuolo,1,3,A,SerieA_2020-21,Serie A,0.0,1.2,2.8,2.0,1.4,1.2,1365.85698270561,1531.737045308993,0.0,1
2021-05-16,Mainz,Dortmund,1,3,A,Bundesliga_2020-21,Bundesliga,2.2,1.6,1.0,3.0,2.8,1.0,1491.6043700991122,1563.3961020063805,0.0,1
2021-05-16,Paris SG,Reims,4,0,H,Ligue1_2020-21,Ligue 1,2.6,2.6,1.2,0.6,0.6,1.2,1607.9081766812092,1482.6684565172038,1.0,1
2021-05-16,Montpellier,Brest,0,0,D,Ligue1_2020-21,Ligue 1,1.0,1.8,2.2,1.0,1.4,2.0,1505.013881152508,1448.439170840851,0.0,1
2021-05-16,Monaco,Rennes,2,1,H,Ligue1_2020-21,Ligue 1,2.4,2.0,0.6,2.0,2.0,0.6,1606.7200533131966,1519.3484525307458,0.0,1
2021-05-16,RB Leipzig,Wolfsburg,2,2,D,Bundesliga_2020-21,Bundesliga,1.4,1.8,1.2,1.2,2.2,2.0,1577.8844791394192,1574.2620632844444,0.0,1
2021-05-16,Everton,Sheffield United,0,1,A,PL_2020-21,Premier League,1.6,1.0,0.8,0.6,0.2,2.0,1528.8770520695261,1352.333978869721,1.0,1
2021-05-16,Cadiz,Elche,1,3,A,LaLiga_2020-21,La Liga,1.4,1.2,1.6,0.8,0.4,1.2,1476.515467345657,1411.8854342042084,0.0,1
2021-05-16,Benevento,Crotone,1,1,D,SerieA_2020-21,Serie A,0.2,1.0,2.6,1.2,1.2,2.4,1409.7517964421909,1365.9614997206602,0.0,1
2021-05-16,Tottenham,Wolves,2,0,H,PL_2020-21,Premier League,1.4,2.0,1.8,2.0,1.0,1.2,1524.6699829677998,1481.090977646413,0.0,1
2021-05-16,Udinese,Sampdoria,0,1,A,SerieA_2020-21,Serie A,0.8,1.4,2.2,1.4,1.2,1.6,1459.9148633869454,1484.1024287352548,0.0,1
2021-05-16,Milan,Cagliari,0,0,D,SerieA_2020-21,Serie A,1.8,2.6,1.0,2.2,1.6,0.8,1596.096501899911,1452.4794407145735,1.0,1
2021-05-16,Crystal Palace,Aston Villa,3,2,H,PL_2020-21,Premier League,0.6,1.0,2.2,1.0,1.2,1.6,1461.9554938525687,1487.2983881992184,0.0,1
2021-05-16,Villarreal,Sevilla,4,0,H,LaLiga_2020-21,La Liga,1.2,1.4,1.6,2.0,1.2,0.8,1518.7880999975507,1606.2070092650215,0.0,1
2021-05-16,West Brom,Liverpool,1,2,A,PL_2020-21,Premier League,1.0,1.4,1.8,2.2,2.0,1.0,1417.7828080900822,1550.2329825422435,0.0,1
2021-05-17,Verona,Bologna,2,2,D,SerieA_2020-21,Serie A,0.4,0.8,1.4,0.6,1.0,2.4,1447.8090577082237,1458.5727857922168,0.0,1
2021-05-18,Brighton,Man City,3,2,H,PL_2020-21,Premier League,1.0,0.8,0.8,1.8,2.0,1.6,1461.709881446832,1642.5246169038292,0.0,1
2021-05-18,Chelsea,Leicester,2,1,H,PL_2020-21,Premier League,2.0,1.0,0.4,2.0,2.0,1.4,1568.7817909393373,1561.6113142090273,0.0,1
2021-05-18,Man United,Fulham,1,1,D,PL_2020-21,Premier League,1.4,1.8,1.6,0.2,0.4,1.8,1592.7453851121727,1408.441398652305,1.0,1
2021-05-18,Southampton,Leeds,0,2,A,PL_2020-21,Premier League,1.4,1.6,1.4,1.6,1.6,0.8,1454.6508685817685,1519.15624283528,0.0,1
2021-05-18,Lazio,Torino,0,0,D,SerieA_2020-21,Serie A,1.8,1.6,1.4,0.8,0.6,2.8,1566.7481282584606,1456.9410072528324,1.0,1
2021-05-19,Crystal Palace,Arsenal,1,3,A,PL_2020-21,Premier League,1.2,1.4,1.8,2.0,1.4,0.6,1469.8391626662349,1530.4775515317629,0.0,1
2021-05-19,West Brom,West Ham,1,3,A,PL_2020-21,Premier League,0.4,1.0,2.2,0.8,1.0,1.4,1408.714092775449,1537.8002774659137,0.0,1
2021-05-19,Burnley,Liverpool,0,3,A,PL_2020-21,Premier League,1.2,1.6,1.8,2.2,2.0,1.0,1457.2035933512022,1559.3016978568767,1.0,1
2021-05-19,Everton,Wolves,1,0,H,PL_2020-21,Premier League,1.4,0.6,0.6,1.4,0.8,1.6,1512.2593592248813,1475.0032954085807,1.0,1
2021-05-19,Newcastle,Sheffield United,1,0,H,PL_2020-21,Premier League,1.4,2.2,2.2,1.2,0.4,1.4,1460.6554147329966,1368.9516717143658,0.0,1
2021-05-19,Tottenham,Aston Villa,1,2,A,PL_2020-21,Premier League,2.0,2.2,1.2,1.0,1.4,1.8,1530.757665205632,1479.4147193855522,1.0,1
2021-05-21,Levante,Cadiz,2,2,D,LaLiga_2020-21,La Liga,0.4,1.2,2.0,1.4,1.4,1.6,1456.6645020936185,1462.102473208705,0.0,1
2021-05-22,Bayern Munich,Augsburg,5,2,H,Bundesliga_2020-21,Bundesliga,2.0,2.8,1.2,0.8,1.0,1.4,1632.5604027084603,1437.1103203071546,1.0,1
2021-05-22,Huesca,Valencia,0,0,D,LaLiga_2020-21,La Liga,1.2,0.6,1.0,1.4,2.0,1.2,1433.7643290067415,1467.9803977668348,0.0,1
2021-05-22,Celta,Betis,2,3,A,LaLiga_2020-21,La Liga,3.0,2.2,0.8,1.8,1.0,0.6,1530.6447263162215,1539.3540616382368,0.0,1
2021-05-22,Sampdoria,Parma,3,0,H,SerieA_2020-21,Serie A,1.4,1.2,1.6,0.0,1.2,2.8,1496.2505011520802,1357.7307597539134,1.0,1
2021-05-22,Elche,Ath Bilbao,2,0,H,LaLiga_2020-21,La Liga,1.2,0.8,1.2,1.0,1.0,1.2,1426.2984283411604,1491.5696121187423,0.0,1
2021-05-22,Stuttgart,Bielefeld,0,2,A,Bundesliga_2020-21,Bundesliga,1.2,1.2,1.8,1.2,0.4,1.2,1502.5233122360519,1445.582169500254,0.0,1
2021-05-22,FC Koln,Schalke 04,1,0,H,Bundesliga_2020-21,Bundesliga,1.4,1.2,2.0,0.6,1.4,2.8,1443.1675788741045,1365.349620100839,1.0,1
2021-05-22,Eibar,Barcelona,0,1,A,LaLiga_2020-21,La Liga,1.4,1.2,1.2,1.0,1.6,1.8,1412.459984646444,1602.603983285459,0.0,1
2021-05-22,Hoffenheim,Hertha,2,1,H,Bundesliga_2020-21,Bundesliga,1.8,1.8,1.2,1.8,1.2,0.4,1487.1213723987546,1462.1151539964244,1.0,1
2021-05-22,Werder Bremen,M'gladbach,2,4,A,Bundesliga_2020-21,Bundesliga,0.2,0.4,2.0,1.2,2.4,2.2,1431.8187268726022,1495.4631584981887,0.0,1
2021-05-22,Union Berlin,RB Leipzig,2,1,H,Bundesliga_2020-21,Bundesliga,1.4,1.2,1.6,1.0,1.4,1.4,1519.0499891935078,1574.9873825903212,0.0,1
2021-05-22,Valladolid,Ath Madrid,1,2,A,LaLiga_2020-21,La Liga,0.4,0.8,2.4,2.0,1.2,0.8,1423.5823341294251,1628.1761370102267,0.0,1
2021-05-22,Real Madrid,Villarreal,2,1,H,LaLiga_2020-21,La Liga,2.2,1.8,0.6,1.8,2.0,1.2,1637.0180221233252,1528.4261452893213,0.0,1
2021-05-22,Cagliari,Genoa,0,1,A,SerieA_2020-21,Serie A,1.8,1.4,0.8,1.2,2.2,2.0,1458.5306427931023,1460.6191646989396,0.0,1
2021-05-22,Osasuna,Sociedad,0,1,A,LaLiga_2020-21,La Liga,0.8,1.4,2.0,1.8,1.6,0.8,1487.3397404064997,1529.706966491457,0.0,1
2021-05-22,Crotone,Fiorentina,0,0,D,SerieA_2020-21,Serie A,1.4,1.4,2.4,1.2,1.2,1.2,1369.8789668708134,1461.6493997181287,0.0,1
2021-05-22,Dortmund,Leverkusen,3,1,H,Bundesliga_2020-21,Bundesliga,3.0,2.8,0.8,1.6,1.4,0.8,1574.206221957765,1516.842974463131,0.0,1
2021-05-22,Wolfsburg,Mainz,2,3,A,Bundesliga_2020-21,Bundesliga,1.4,2.0,1.6,1.6,1.2,1.2,1577.1591598335424,1480.7942501477278,1.0,1
2021-05-22,Ein Frankfurt,Freiburg,3,1,H,Bundesliga_2020-21,Bundesliga,0.8,1.4,2.4,1.6,2.2,1.4,1559.3894588243995,1494.7587474967715,0.0,1
2021-05-23,Metz,Marseille,1,1,D,Ligue1_2020-21,Ligue 1,0.8,1.4,1.8,2.0,2.0,1.4,1468.52750076645,1528.2940670500036,0.0,1
2021-05-23,Nantes,Montpellier,1,2,A,Ligue1_2020-21,Ligue 1,2.4,2.8,0.8,1.0,1.2,1.6,1474.0265323165302,1500.7894818425534,0.0,1
2021-05-23,Reims,Bordeaux,1,2,A,Ligue1_2020-21,Ligue 1,0.4,0.6,2.0,1.2,1.0,2.0,1478.3736469927198,1442.151593671648,1.0,1
2021-05-23,St Etienne,Dijon,0,1,A,Ligue1_2020-21,Ligue 1,1.4,1.2,1.2,0.6,0.8,3.4,1496.4335778186335,1345.8834586963007,0.0,1
2021-05-23,Strasbourg,Lorient,1,1,D,Ligue1_2020-21,Ligue 1,1.0,1.4,1.4,1.8,2.2,1.8,1466.6864245540266,1469.1803269186998,0.0,1
2021-05-23,Lyon,Nice,2,3,A,Ligue1_2020-21,Ligue 1,2.4,3.2,1.8,1.2,1.2,1.8,1614.7189513898556,1479.2206951958992,1.0,1
2021-05-23,Arsenal,Brighton,2,0,H,PL_2020-21,Premier League,2.4,1.8,0.6,1.4,1.4,1.2,1541.6056475097741,1473.994855348228,1.0,1
2021-05-23,Fulham,Newcastle,0,2,A,PL_2020-21,Premier League,0.4,0.6,1.8,1.4,1.8,1.8,1415.182793918301,1465.636975601094,0.0,1
2021-05-23,Aston Villa,Chelsea,2,1,H,PL_2020-21,Premier League,1.4,1.4,1.6,2.4,1.4,0.6,1493.514626133149,1575.7914234001344,0.0,1
2021-05-23,Atalanta,Milan,0,2,A,SerieA_2020-21,Serie A,2.6,3.4,1.2,2.0,2.4,0.6,1627.490546857714,1590.045299821382,1.0,1
2021-05-23,Leicester,Tottenham,2,4,A,PL_2020-21,Premier League,1.4,1.6,1.8,1.8,2.0,1.2,1554.6016817482302,1516.6577584580352,1.0,1
2021-05-23,Liverpool,Crystal Palace,2,0,H,PL_2020-21,Premier League,2.6,2.4,0.8,1.2,1.4,2.0,1569.2413102889566,1458.7110666882236,1.0,1
2021-05-23,Leeds,West Brom,3,1,H,PL_2020-21,Premier League,2.0,1.8,0.6,0.4,1.2,2.2,1530.174320847928,1399.54931017119,1.0,1
2021-05-23,Inter,Udinese,5,1,H,SerieA_2020-21,Serie A,2.4,2.6,1.0,0.8,1.4,2.2,1659.6897623807113,1447.76679097012,0.0,1
2021-05-23,West Ham,Southampton,3,0,H,PL_2020-21,Premier League,1.4,1.2,1.0,1.4,1.4,1.4,1546.9650600701727,1443.6327905691205,0.0,1
2021-05-23,Man City,Everton,5,0,H,PL_2020-21,Premier League,1.8,2.2,1.8,1.4,0.6,0.6,1630.2396430024332,1518.5022627474298,1.0,1
2021-05-23,Lens,Monaco,0,0,D,Ligue1_2020-21,Ligue 1,0.8,0.8,2.0,2.4,1.8,0.8,1522.6994193843316,1611.7954831643904,1.0,1
2021-05-23,Sevilla,Alaves,1,0,H,LaLiga_2020-21,La Liga,1.4,1.0,1.6,1.6,1.8,1.6,1596.568963973251,1452.046502966173,1.0,1
2021-05-23,Bologna,Juventus,1,4,A,SerieA_2020-21,Serie A,0.6,1.2,2.6,2.0,1.8,1.6,1461.0861856021666,1604.1578726619532,0.0,1
2021-05-23,Sheffield United,Burnley,1,0,H,PL_2020-21,Premier League,1.2,0.4,1.4,1.2,1.4,1.8,1363.9701108462684,1447.2639809191223,0.0,1
2021-05-23,Brest,Paris SG,0,2,A,Ligue1_2020-21,Ligue 1,1.0,1.2,1.8,2.6,2.6,1.0,1452.6635701508055,1612.2029862056932,0.0,1
2021-05-23,Angers,Lille,1,2,A,Ligue1_2020-21,Ligue 1,0.6,1.0,1.8,2.2,1.8,0.6,1453.7321373410612,1632.3273161316556,1.0,1
2021-05-23,Granada,Getafe,0,0,D,LaLiga_2020-21,La Liga,0.6,1.2,2.4,1.2,0.8,0.8,1459.9634746399904,1433.729214548167,1.0,1
2021-05-23,Torino,Benevento,1,1,D,SerieA_2020-21,Serie A,1.0,0.6,2.4,0.2,0.8,2.4,1462.3390080813326,1405.8343292920376,0.0,1
2021-05-23,Napoli,Verona,1,1,D,SerieA_2020-21,Serie A,2.6,2.8,0.6,0.6,1.0,1.4,1610.0588854295186,1445.295657898274,0.0,1
2021-05-23,Wolves,Man United,1,2,A,PL_2020-21,Premier League,0.8,0.6,1.8,1.0,1.4,1.6,1468.7603918860323,1586.0039898461766,0.0,1
2021-05-23,Rennes,Nimes,2,0,H,Ligue1_2020-21,Ligue 1,1.4,2.0,1.0,1.0,1.8,2.0,1514.273022679552,1436.0198077291902,1.0,1
2021-05-23,Sassuolo,Lazio,2,0,H,SerieA_2020-21,Serie A,2.0,1.6,1.2,1.4,1.0,1.4,1539.8632682606897,1561.3501274299604,0.0,1
2021-05-23,Spezia,Roma,2,2,D,SerieA_2020-21,Serie A,1.0,1.6,2.0,1.2,2.0,1.6,1452.1885210237301,1528.174309303433,0.0,1
2021-08-06,Monaco,Nantes,1,1,D,Ligue1_2021-22,Ligue 1,2.0,1.2,0.8,2.4,2.8,0.8,1612.1092206774294,1461.9492765663992,1.0,2
2021-08-07,Lyon,Brest,1,1,D,Ligue1_2021-22,Ligue 1,1.8,3.2,2.2,0.8,1.0,2.0,1598.817957984141,1444.3606717686716,0.5,2
2021-08-07,Troyes,Paris SG,1,2,A,Ligue1_2021-22,Ligue 1,1.3583825413190864,1.3917986690411472,1.4135939013340832,2.6,2.4,0.6,1500.0,1620.505884587827,0.5,0
2021-08-08,Strasbourg,Angers,0,2,A,Ligue1_2021-22,Ligue 1,1.0,1.4,1.4,0.6,1.2,1.6,1463.9514041727714,1445.9564750284856,0.5,2
2021-08-08,Montpellier,Marseille,2,3,A,Ligue1_2021-22,Ligue 1,1.4,1.4,1.6,1.6,1.6,1.2,1512.8667375926843,1529.4469297016894,0.0,2
2021-08-08,Metz,Lille,3,3,D,Ligue1_2021-22,Ligue 1,0.8,1.6,2.0,2.6,2.0,0.6,1467.3746381147641,1640.1029784442312,0.0,2
2021-08-08,Nice,Reims,0,0,D,Ligue1_2021-22,Ligue 1,1.8,1.8,1.8,0.2,0.8,2.4,1495.1216886016139,1464.642139240602,0.0,2
2021-08-08,Bordeaux,Clermont,0,2,A,Ligue1_2021-22,Ligue 1,1.8,1.4,1.6,1.39188551241168,1.4206355905708747,1.3902957543925467,1455.8831014237658,1500.0,0.5,0
2021-08-08,St Etienne,Lorient,1,1,D,Ligue1_2021-22,Ligue 1,1.4,0.8,0.8,2.0,2.0,1.4,1480.257420839539,1471.915347299955,0.5,2
2021-08-08,Rennes,Lens,1,1,D,Ligue1_2021-22,Ligue 1,1.4,1.8,1.0,0.8,0.6,1.8,1519.5498096227038,1522.3856818712925,0.0,2
2021-08-13,Valencia,Getafe,1,0,H,LaLiga_2021-22,La Liga,1.4,1.8,1.0,0.8,0.4,0.8,1469.8515049401121,1437.2106650134194,0.0,2
2021-08-13,Lorient,Monaco,1,0,H,Ligue1_2021-22,Ligue 1,1.6,1.4,1.4,1.6,1.2,1.0,1474.936389601443,1605.9400149290905,0.0,2
2021-08-13,M'gladbach,Bayern Munich,1,1,D,Bundesliga_2021-22,Bundesliga,1.2,2.4,2.6,2.0,3.2,1.2,1506.5057533567074,1635.6477562491962,0.5,2
2021-08-13,Brentford,Arsenal,2,0,H,PL_2021-22,Premier League,1.3583825413190864,1.3917986690411472,1.4135939013340832,3.0,2.2,0.4,1500.0,1547.123830287756,0.5,0
2021-08-14,Leicester,Wolves,1,0,H,PL_2021-22,Premier League,0.8,1.6,2.4,0.8,0.8,1.4,1540.8275944116147,1459.2562954211407,0.5,2
2021-08-14,Man United,Leeds,5,1,H,PL_2021-22,Premier League,1.4,1.8,1.8,2.4,2.4,0.8,1595.5080863110682,1534.365505538282,0.5,2
2021-08-14,Watford,Aston Villa,3,2,H,PL_2021-22,Premier League,1.3583825413190864,1.3917986690411472,1.4135939013340832,1.4,1.4,1.6,1500.0,1503.0049533615281,0.5,0
2021-08-14,Burnley,Brighton,1,2,A,PL_2021-22,Premier League,0.6,0.6,2.0,1.4,1.4,1.4,1437.7444517519493,1468.4766725702461,0.0,2
2021-08-14,Chelsea,Crystal Palace,3,0,H,PL_2021-22,Premier League,1.8,1.4,1.0,1.2,1.4,2.0,1566.3010961717553,1454.123799466477,1.0,2
2021-08-14,Everton,Southampton,3,1,H,PL_2021-22,Premier League,1.4,0.4,1.2,1.2,1.2,1.8,1513.9395142636236,1438.8974065075465,0.5,2
2021-08-14,Lille,Nice,0,4,A,Ligue1_2021-22,Ligue 1,2.2,2.0,0.8,1.4,1.2,1.6,1638.0397370066748,1491.5333189841315,0.5,2
2021-08-14,Norwich,Liverpool,0,3,A,PL_2021-22,Premier League,1.3583825413190864,1.3917986690411472,1.4135939013340832,3.0,2.6,0.6,1500.0,1573.828577510703,0.5,0
2021-08-14,Union Berlin,Leverkusen,1,1,D,Bundesliga_2021-22,Bundesliga,1.4,1.2,1.6,1.0,1.0,1.4,1527.7885213029128,1511.0860015934525,0.5,2
2021-08-14,Paris SG,Strasbourg,4,2,H,Ligue1_2021-22,Ligue 1,2.6,2.2,0.6,1.0,1.2,1.4,1629.9163621489322,1450.6800525429885,1.0,2
